Exchange,Name,Trading_symbol,isin
BSE,GARWARE TECHNICAL FIBRES LIMIT,GARFIBRES,INE276A01018
BSE,GAYATRI HIGHWAYS LTD,GAYAHWS,INE287Z01012
BSE,GE Power India Ltd,GVPIL,INE878A01011
BSE,GE Vernova T&D India Limited,GVTD,INE200A01026
BSE,GEECEE VENTURES LIMITED,GEECEE,INE916G01016
BSE,GENESYS INTERNATIONAL CORPORAT,GENESYS,INE727B01026
BSE,GENUS PAPER & BOARDS LIMITED,GENUSPAPER,INE949P01018
BSE,GENUS POWER INFRASTRUCTURES LT,GENUSPOWER,INE955D01029
BSE,GFL LIMITED,GFLLIMITED,INE538A01037
BSE,GHCL LTD.,GHCL,INE539A01019
BSE,GIC HOUSING FINANCE LTD.,GICHSGFIN,INE289B01019
BSE,GILLANDERS ARBUTHNOT & CO.LTD.,GILLANDERS,INE047B01011
BSE,GILLETTE INDIA LTD.,GILLETTE,INE322A01010
BSE,GINNI FILAMENTS LTD.,GINNIFILA,INE424C01010
BSE,GLAXOSMITHKLINE PHARMACEUTICAL,GLAXO,INE159A01016
BSE,GLENMARK PHARMACEUTICALS LTD.,GLENMARK,INE935A01035
BSE,GLOBAL OFFSHORE SERVICES LTD.,GLOBOFFS,INE446C01013
BSE,GLOBAL VECTRA HELICORP LTD.,GLOBALVECT,INE792H01019
BSE,GLOBUS SPIRITS LTD.,GLOBUSSPR,INE615I01010
BSE,GMM PFAUDLER LTD.,GMMPFAUDLR,INE541A01023
BSE,GMR Airports Limited,GMRAIRPORT,INE776C01039
BSE,GOA CARBON LTD.,GOACARBON,INE426D01013
BSE,GOCL Corporation Limited,GOCLCORP,INE077F01035
BSE,GODFREY PHILLIPS INDIA LTD.,GODFRYPHLP,INE260B01028
BSE,GODREJ CONSUMER PRODUCTS LTD.,GODREJCP,INE102D01028
BSE,GODREJ INDUSTRIES LTD.,GODREJIND,INE233A01035
BSE,GODREJ PROPERTIES LTD,GODREJPROP,INE484J01027
BSE,GOKALDAS EXPORTS LTD.,GOKEX,INE887G01027
BSE,GOKUL REFOILS & SOLVENT LTD.,GOKUL,INE020J01029
BSE,GOLDEN TOBACCO LTD.,GOLDENTOBC,INE973A01010
BSE,GOLDIAM INTERNATIONAL LTD.,GOLDIAM,INE025B01025
BSE,GOODRICKE GROUP LTD.,GOODRICKE,INE300A01016
BSE,GOODYEAR INDIA LTD.,GOODYEAR,INE533A01012
BSE,GP PETROLEUMS LTD,GULFPETRO,INE586G01017
BSE,GPT INFRAPROJECTS LTD.,GPTINFRA,INE390G01014
BSE,GRANULES INDIA LTD.,GRANULES,INE101D01020
BSE,GRAPHITE INDIA LTD.,GRAPHITE,INE371A01025
BSE,GRASIM INDUSTRIES LTD.,GRASIM,INE047A01021
BSE,GRAVITA INDIA LTD.,GRAVITA,INE024L01027
BSE,GREAT EASTERN SHIPPING CO.LTD.,GESHIP,INE017A01032
BSE,GREAVES COTTON LTD.,GREAVESCOT,INE224A01026
BSE,GREENPLY INDUSTRIES LTD.,GREENPLY,INE461C01038
BSE,GRINDWELL NORTON LTD.,GRINDWELL,INE536A01023
BSE,GRP LTD.,GRPLTD,INE137I01015
BSE,GSS INFOTECH LTD.,GSS,INE871H01011
BSE,GTL INFRASTRUCTURE LTD.,GTLINFRA,INE221H01019
BSE,GTL LTD.,GTL,INE043A01012
BSE,GTN TEXTILES LTD.,GTNTEX,INE302H01017
BSE,GTPL Hathway Limited,GTPL,INE869I01013
BSE,GUFIC BIOSCIENCES LTD.,GUFICBIO,INE742B01025
BSE,GUJARAT ALKALIES & CHEMICALS L,GUJALKALI,INE186A01019
BSE,GUJARAT AMBUJA EXPORTS LTD.,GAEL,INE036B01030
BSE,GUJARAT APOLLO INDUSTRIES LTD.,GUJAPOLLO,INE826C01016
BSE,GUJARAT COTEX LTD.,GUJCOTEX,INE004C01028
BSE,GUJARAT INDUSTRIES POWER CO.LT,GIPCL,INE162A01010
BSE,GUJARAT MINERAL DEVELOPMENT CO,GMDCLTD,INE131A01031
BSE,GUJARAT NARMADA VALLEY FERTILI,GNFC,INE113A01013
BSE,GUJARAT PIPAVAV PORT LTD.,GPPL,INE517F01014
BSE,GUJARAT STATE FERTILIZERS & CH,GSFC,INE026A01025
BSE,GUJARAT STATE PETRONET LTD.,GSPL,INE246F01010
BSE,GULF OIL LUBRICANTS INDIA LTD,GULFOILLUB,INE635Q01029
BSE,GULSHAN POLYOLS LTD.,GULPOLY,INE255D01024
BSE,Gabriel Pet Straps Limited,GPSL,INE0QZF01012
BSE,Galaxy Surfactants Limited,GALAXYSURF,INE600K01018
BSE,Garden Reach Shipbuilders & En,GRSE,INE382Z01011
BSE,General Insurance Corporation ,GICRE,INE481Y01014
BSE,Generic Engineering Constructi,GENCON,INE854S01022
BSE,Geojit Financial Services Limi,GEOJITFSL,INE007B01023
BSE,Gland Pharma Limited,GLAND,INE068V01023
BSE,Go Fashion (India) Limited,GOCOLORS,INE0BJS01011
BSE,Godrej Agrovet Limited,GODREJAGRO,INE850D01014
BSE,Goodluck India Limited,GOODLUCK,INE127I01024
BSE,Greenpanel Industries Limited,GREENPANEL,INE08ZM01014
BSE,Gujarat Fluorochemicals Limite,FLUOROCHEM,INE09N301011
BSE,Gujarat Gas Limited,GUJGASLTD,INE844O01030
BSE,H.G. Infra Engineering Limited,HGINFRA,INE926X01010
BSE,HALEOS LABS LIMITED,HALEOSLABS,INE320X01016
BSE,HANDSON GLOBAL MANAGEMENT (HGM,HGM,INE596H01014
BSE,HARRISONS MALAYALAM LTD.,HARRMALAYA,INE544A01019
BSE,HARSHDEEP HORTICO LIMITED,HARSHDEEP,INE0OLZ01015
BSE,HATHWAY CABLE & DATACOM LTD,HATHWAY,INE982F01036
BSE,HATSUN AGRO PRODUCT LTD.,HATSUN,INE473B01035
BSE,HAVELLS INDIA LTD.,HAVELLS,INE176B01034
BSE,HAWKINS COOKERS LTD.,HAWKINCOOK,INE979B01015
BSE,HBL ENGINEERING LIMITED,HBLENGINE,INE292B01021
BSE,HCL TECHNOLOGIES LTD.,HCLTECH,INE860A01027
BSE,HDFC Asset Management Company ,HDFCAMC,INE127D01025
BSE,HDFC BANK LTD.,HDFCBANK,INE040A01034
BSE,HDFC LIFE INSURANCE COMPANY LI,HDFCLIFE,INE795G01014
BSE,HDFC MUTUAL FUND - HDFC GOLD E,HDFCGOLD,INF179KC1981
BSE,HDFC Mutual Fund,HDFCNIFTY,INF179KC1965
BSE,HEIDELBERGCEMENT INDIA LTD.,HEIDELBERG,INE578A01017
BSE,HERITAGE FOODS LIMITED,HERITGFOOD,INE978A01027
BSE,HERO MOTOCORP LTD.,HEROMOTOCO,INE158A01026
BSE,HESTER BIOSCIENCES LTD.,HESTERBIO,INE782E01017
BSE,HFCL LIMITED,HFCL,INE548A01028
BSE,HI-TECH PIPES LIMITED,HITECH,INE106T01025
BSE,HIKAL LTD.,HIKAL,INE475B01022
BSE,HIMATSINGKA SEIDE LTD.,HIMATSEIDE,INE049A01027
BSE,HIND RECTIFIERS LTD.,HIRECT,INE835D01023
BSE,HINDALCO INDUSTRIES LTD.,HINDALCO,INE038A01020
BSE,HINDUJA GLOBAL SOLUTIONS LTD.,HGS,INE170I01016
BSE,HINDUSTAN COMPOSITES LTD.,HINDCOMPOS,INE310C01029
BSE,HINDUSTAN CONSTRUCTION CO.LTD.,HCC,INE549A01026
BSE,HINDUSTAN COPPER LTD.,HINDCOPPER,INE531E01026
BSE,HINDUSTAN FOODS LTD.,HNDFDS,INE254N01026
BSE,HINDUSTAN MEDIA VENTURES LTD.,HMVL,INE871K01015
BSE,HINDUSTAN MOTORS LTD.,HINDMOTORS,INE253A01025
BSE,HINDUSTAN OIL EXPLORATION CO.L,HINDOILEXP,INE345A01011
BSE,HINDUSTAN ORGANIC CHEMICALS LT,HOCL,INE048A01011
BSE,HINDUSTAN PETROLEUM CORPORATIO,HINDPETRO,INE094A01015
BSE,HINDUSTAN UNILEVER LTD.,HINDUNILVR,INE030A01027
BSE,HINDUSTAN ZINC LTD.,HINDZINC,INE267A01025
BSE,HITACHI ENERGY INDIA LIMITED,POWERINDIA,INE07Y701011
BSE,HLE GLASCOAT LIMITED,HLEGLAS,INE461D01028
BSE,HLV LIMITED,HLVLTD,INE102A01024
BSE,HONDA INDIA POWER PRODUCTS LIM,HONDAPOWER,INE634A01018
BSE,HONEYWELL AUTOMATION INDIA LTD,HONAUT,INE671A01010
BSE,HPL Electric & Power Limited,HPL,INE495S01016
BSE,HT MEDIA LTD.,HTMEDIA,INE501G01024
BSE,HUBTOWN LTD.,HUBTOWN,INE703H01016
BSE,HUHTAMAKI INDIA LIMITED,HUHTAMAKI,INE275B01026
BSE,Happiest Minds Technologies Li,HAPPSTMNDS,INE419U01012
BSE,Heads UP Ventures Limited,HEADSUP,INE759V01019
BSE,HealthCare Global Enterprises ,HCG,INE075I01017
BSE,Hemisphere Properties India Li,HEMIPROP,INE0AJG01018
BSE,Heranba Industries Limited,HERANBA,INE694N01015
BSE,Hercules Investments Limited,HERCULES,INE688E01024
BSE,Heubach Colorants India Limite,HEUBACHIND,INE492A01029
BSE,Himadri Speciality Chemical Lt,HSCL,INE019C01026
BSE,Hindustan Aeronautics Limited,HAL,INE066F01020
BSE,Hindware Home Innovation Limit,HINDWAREAP,INE05AN01011
BSE,Hitech Corporation Limited,HITECHCORP,INE120D01012
BSE,Home First Finance Company Ind,HOMEFIRST,INE481N01025
BSE,Housing &Urban Development Cor,HUDCO,INE031A01017
BSE,I G PETROCHEMICALS LTD.,IGPL,INE204A01010
BSE,ICDS LTD.,ICDSLTD,INE613B01010
BSE,ICICI BANK LTD.,ICICIBANK,INE090A01021
BSE,ICICI Lombard General Insuranc,ICICIGI,INE765G01017
BSE,ICICI Prudential BSE Liquid Ra,LIQUIDIETF,INF109KC1KT9
BSE,ICICI Prudential BSE Midcap Se,MIDSELIETF,INF109KC10W0
BSE,ICICI Prudential BSE Sensex ET,SENSEXIETF,INF346A01034
BSE,ICICI Prudential Gold ETF,GOLDIETF,INF109KC1NT3
BSE,ICICI Prudential Life Insuranc,ICICIPRULI,INE726G01019
BSE,ICICI Prudential Mutual Fund,ITIETF,INF109KC16I6
BSE,ICICI Prudential Mutual Fund,BANKIETF,INF109KC15I8
BSE,ICICI Prudential Nifty ETF,NIFTYIETF,INF109K012R6
BSE,ICRA LTD.,ICRA,INE725G01011
BSE,IDBI BANK LTD.,IDBI,INE008A01015
BSE,IDBI MUTUAL FUND - IDBI GOLD E,LICMFGOLD,INF397L01554
BSE,IDFC FIRST BANK LIMITED,IDFCFIRSTB,INE092T01019
BSE,IFB AGRO INDUSTRIES LTD.,IFBAGRO,INE076C01018
BSE,IFB INDUSTRIES LTD.,IFBIND,INE559A01017
BSE,IFCI LTD.,IFCI,INE039A01010
BSE,IFGL Refractories Limited,IFGLEXPOR,INE133Y01011
BSE,IGARASHI MOTORS INDIA LTD.,IGARASHI,INE188B01013
BSE,IIFL CAPITAL SERVICES LIMITED,IIFLCAPS,INE489L01022
BSE,IIFL FINANCE LIMITED,IIFL,INE530B01024
BSE,IL&FS INVESTMENT MANAGERS LTD.,IVC,INE050B01023
BSE,IMAGICAAWORLD ENTERTAINMENT LI,IMAGICAA,INE172N01012
BSE,IMPEX FERRO TECH LTD.,IMPEXFERRO,INE691G01015
BSE,INCREDIBLE INDUSTRIES LIMITED,INCREDIBLE,INE452L01012
BSE,IND-SWIFT LABORATORIES LTD.,INDSWFTLAB,INE915B01019
BSE,INDBANK MERCHANT BANKING SERVI,INDBANK,INE841B01017
BSE,INDIA CEMENTS LTD.,INDIACEM,INE383A01012
BSE,INDIA MOTOR PARTS & ACCESSORIE,IMPAL,INE547E01014
BSE,INDIA NIPPON ELECTRICALS LTD.,INDNIPPON,INE092B01025
BSE,INDIA TOURISM DEVELOPMENT CORP,ITDC,INE353K01014
BSE,INDIAN ACRYLICS LTD.,INDIANACRY,INE862B01013
BSE,INDIAN BANK,INDIANB,INE562A01011
BSE,INDIAN CARD CLOTHING CO.LTD.,INDIANCARD,INE061A01014
BSE,INDIAN HOTELS CO.LTD.,INDHOTEL,INE053A01029
BSE,INDIAN HUME PIPE CO.LTD.,INDIANHUME,INE323C01030
BSE,INDIAN METALS & FERRO ALLOYS L,IMFA,INE919H01018
BSE,INDIAN OIL CORPORATION LTD.,IOC,INE242A01010
BSE,INDIAN OVERSEAS BANK,IOB,INE565A01014
BSE,INDIAN TERRAIN FASHIONS LTD.,INDTERRAIN,INE611L01021
BSE,INDO COUNT INDUSTRIES LTD.,ICIL,INE483B01026
BSE,INDO RAMA SYNTHETICS (INDIA) L,INDORAMA,INE156A01020
BSE,INDO TECH TRANSFORMERS LTD.,INDOTECH,INE332H01014
BSE,INDO-NATIONAL LTD.,NIPPOBATRY,INE567A01028
BSE,INDOCO REMEDIES LTD.,INDOCO,INE873D01024
BSE,INDOWIND ENERGY LTD.,INDOWIND,INE227G01018
BSE,INDRAPRASTHA GAS LTD.,IGL,INE203G01027
BSE,INDRAPRASTHA MEDICAL CORP.LTD.,INDRAMEDCO,INE681B01017
BSE,INDUS TOWERS LIMITED,INDUSTOWER,INE121J01017
BSE,INDUSIND BANK LTD.,INDUSINDBK,INE095A01012
BSE,INDUSTRIAL INVESTMENT TRUST LT,IITL,INE886A01014
BSE,INFIBEAM AVENUES LIMITED,INFIBEAM,INE483S01020
BSE,INFOMEDIA PRESS LTD.,INFOMEDIA,INE669A01022
BSE,INFOSYS LTD.,INFY,INE009A01021
BSE,INGERSOLL-RAND (INDIA) LTD.,INGERRAND,INE177A01018
BSE,INSECTICIDES (INDIA) LTD.,INSECTICID,INE070I01018
BSE,INTELLECT DESIGN ARENA LIMITED,INTELLECT,INE306R01017
BSE,INTENSE TECHNOLOGIES LTD.,INTENTECH,INE781A01025
BSE,INTRASOFT TECHNOLOGIES LTD.,ISFT,INE566K01011
BSE,INVENTURE GROWTH & SECURITIES,INVENTURE,INE878H01024
BSE,INVESCO India Gold Exchange Tr,IVZINGOLD,INF205K01361
BSE,IPCA LABORATORIES LTD.,IPCALAB,INE571A01038
BSE,IRB INFRASTRUCTURE DEVELOPERS,IRB,INE821I01022
BSE,IRCON International Ltd,IRCON,INE962Y01021
BSE,ISGEC HEAVY ENGINEERING LTD.,ISGEC,INE858B01029
BSE,ITC LTD.,ITC,INE154A01025
BSE,ITI LTD.,ITI,INE248A01017
BSE,IVP LTD.,IVP,INE043C01018
BSE,IZMO Limited,IZMO,INE848A01014
BSE,IndiaMART InterMESH Limited,INDIAMART,INE933S01016
BSE,Indian Energy Exchange Limited,IEX,INE022Q01020
BSE,Indian Railway Catering and To,IRCTC,INE335Y01020
BSE,Indian Railway Finance Corpora,IRFC,INE053F01010
BSE,Indigo Paints Limited,INDIGOPNTS,INE09VQ01012
BSE,Indo Cotspin Limited,ICL,INE407P01017
BSE,IndoStar Capital Finance Limit,INDOSTAR,INE896L01010
BSE,InfoBeans Technologies Limited,INFOBEAN,INE344S01016
BSE,Inox Wind Limited,INOXWIND,INE066P01011
BSE,Inspirisys Solutions Limited,INSPIRISYS,INE020G01017
BSE,InterGlobe Aviation Limited,INDIGO,INE646L01027
BSE,Invigorated Business Consultin,INVIGO,INE359A01012
BSE,J.B.CHEMICALS & PHARMACEUTICAL,JBCHEPHARM,INE572A01036
BSE,J.K.CEMENT LTD.,JKCEMENT,INE823G01014
BSE,J.KUMAR INFRAPROJECTS LTD.,JKIL,INE576I01022
BSE,JAGRAN PRAKASHAN LTD.,JAGRAN,INE199G01027
BSE,JAI CORP LTD.,JAICORPLTD,INE070D01027
BSE,JAIN IRRIGATION SYSTEMS LTD.,JISLDVREQS,IN9175A01010
BSE,JAIN IRRIGATION SYSTEMS LTD.,JISLJALEQS,INE175A01038
BSE,JAIPRAKASH ASSOCIATES LTD.,JPASSOCIAT,INE455F01025
BSE,JAIPRAKASH POWER VENTURES LIMI,JPPOWER,INE351F01018
BSE,JAMNA AUTO INDUSTRIES LTD.,JAMNAAUTO,INE039C01032
BSE,JAYANT AGRO-ORGANICS LTD.,JAYAGROGN,INE785A01026
BSE,JAYASWAL NECO INDUSTRIES LTD.,JAYNECOIND,INE854B01010
BSE,JHS SVENDGAARD LABORATORIES LT,JHS,INE544H01014
BSE,JINDAL DRILLING & INDUSTRIES L,JINDRILL,INE742C01031
BSE,JINDAL POLY FILMS LTD.,JINDALPOLY,INE197D01010
BSE,JINDAL STAINLESS LTD.,JSL,INE220G01021
BSE,JINDAL STEEL LIMITED,JINDALSTEL,INE749A01030
BSE,JINDAL WORLDWIDE LTD.,JINDWORLD,INE247D01039
BSE,JK LAKSHMI CEMENT LTD.,JKLAKSHMI,INE786A01032
BSE,JK PAPER LTD.,JKPAPER,INE789E01012
BSE,JK TYRE & INDUSTRIES LTD.,JKTYRE,INE573A01042
BSE,JM FINANCIAL LTD.,JMFINANCIL,INE780C01023
BSE,JSW ENERGY LTD,JSWENERGY,INE121E01018
BSE,JSW HOLDINGS LIMITED,JSWHL,INE824G01012
BSE,JSW STEEL LTD.,JSWSTEEL,INE019A01038
BSE,JTEKT India Ltd,JTEKTINDIA,INE643A01035
BSE,JUBILANT FOODWORKS LTD,JUBLFOOD,INE797F01020
BSE,JUBILANT PHARMOVA LIMITED,JUBLPHARMA,INE700A01033
BSE,JUPITER WAGONS LIMITED,JWL,INE209L01016
BSE,JUST DIAL LTD.,JUSTDIAL,INE599M01018
BSE,JYOTHY LABS LIMITED,JYOTHYLAB,INE668F01031
BSE,Johnson Controls-Hitachi Air C,JCHAC,INE782A01015
BSE,Jubilant Ingrevia Limited,JUBLINGREA,INE0BY001018
BSE,K.C.P.LTD.,KCP,INE805C01028
BSE,K.M.SUGAR MILLS LTD.,KMSUGAR,INE157H01023
BSE,K.P.R.MILL LIMITED,KPRMILL,INE930H01031
BSE,KABRA EXTRUSIONTECHNIK LTD.,KABRAEXTRU,INE900B01029
BSE,KAJARIA CERAMICS LTD.,KAJARIACER,INE217B01036
BSE,KAKATIYA CEMENT SUGAR & INDUST,KAKATCEM,INE437B01014
BSE,KALPATARU PROJECTS INTERNATION,KPIL,INE220B01022
BSE,KALYANI INVESTMENT COMPANY LTD,KICL,INE029L01018
BSE,KALYANI STEELS LTD.,KSL,INE907A01026
BSE,KAMAT HOTELS (INDIA) LTD.,KAMATHOTEL,INE967C01018
BSE,KANANI INDUSTRIES LTD.,KANANIIND,INE879E01037
BSE,KANORIA CHEMICALS & INDUSTRIES,KANORICHEM,INE138C01024
BSE,KANPUR PLASTIPACK LTD.,KANPRPLA,INE694E01014
BSE,KANSAI NEROLAC PAINTS LTD.,KANSAINER,INE531A01024
BSE,KARMA ENERGY LTD.,KARMAENG,INE725L01011
BSE,KARNATAKA BANK LTD.,KTKBANK,INE614B01018
BSE,KARUR VYSYA BANK LTD.,KARURVYSYA,INE036D01028
BSE,KAVERI SEED COMPANY LTD.,KSCL,INE455I01029
BSE,KCP SUGAR & INDUSTRIES CORPORA,KCPSUGIND,INE790B01024
BSE,KDDL LTD.,KDDL,INE291D01011
BSE,KEC INTERNATIONAL LTD.,KEC,INE389H01022
BSE,KEI INDUSTRIES LTD.,KEI,INE878B01027
BSE,KENNAMETAL INDIA LTD.,KENNAMET,INE717A01029
BSE,KESAR TERMINALS & INFRASTRUCTU,KTIL,INE096L01025
BSE,KESORAM INDUSTRIES LTD.,KESORAMIND,INE087A01019
BSE,KEWAL KIRAN CLOTHING LTD.,KKCL,INE401H01017
BSE,KG DENIM LTD.,KGDENIM,INE104A01012
BSE,KHAITAN CHEMICALS & FERTILIZER,KHAICHEM,INE745B01028
BSE,KHANDWALA SECURITIES LTD.,KHANDSE,INE060B01014
BSE,KILITCH DRUGS (INDIA) LTD.,KILITCH,INE729D01010
BSE,KINETIC ENGINEERING LTD.,KINETICENG,INE266B01017
BSE,KIOCL Limited,KIOCL,INE880L01014
BSE,KIRI INDUSTRIES LTD.,KIRIINDUS,INE415I01015
BSE,KIRLOSKAR BROTHERS LTD.,KIRLOSBROS,INE732A01036
BSE,KIRLOSKAR ELECTRIC COMPANY LTD,KECL,INE134B01017
BSE,KIRLOSKAR FERROUS INDUSTRIES L,KIRLFER,INE884B01025
BSE,KIRLOSKAR INDUSTRIES LTD,KIRLOSIND,INE250A01039
BSE,KIRLOSKAR OIL ENGINES LTD.,KIRLOSENG,INE146L01010
BSE,KITEX GARMENTS LTD.,KITEX,INE602G01020
BSE,KNR CONSTRUCTIONS LTD.,KNRCON,INE634I01029
BSE,KOKUYO CAMLIN LTD.,KOKUYOCMLN,INE760A01029
BSE,KOLTE-PATIL DEVELOPERS LTD.,KOLTEPATIL,INE094I01018
BSE,KOPRAN LTD.,KOPRAN,INE082A01010
BSE,KOTAK MAHINDRA BANK LTD.,KOTAKBANK,INE237A01028
BSE,KOTAK MAHINDRA MUTUAL FUND - K,PSUBANK,INF373I01023
BSE,KOTHARI PRODUCTS LTD.,KOTHARIPRO,INE823A01017
BSE,KOVAI MEDICAL CENTER & HOSPITA,KOVAI,INE177F01017
BSE,KPIT Technologies Ltd,KPITTECH,INE04I401011
BSE,KRBL LTD.,KRBL,INE001B01026
BSE,KREBS BIOCHEMICALS & INDUSTRIE,KREBSBIO,INE268B01013
BSE,KRITI INDUSTRIES (INDIA) LTD.,KRITI,INE479D01038
BSE,KSB LIMITED,KSB,INE999A01023
BSE,KUANTUM PAPERS LTD.,KUANTUM,INE529I01021
BSE,Kalyan Jewellers India Limited,KALYANKJIL,INE303R01014
BSE,Kalyani Cast-Tech Limited,KALYANI,INE0N6U01018
BSE,Kaya Limited,KAYA,INE587G01015
BSE,Khadim India Limited,KHADIM,INE834I01025
BSE,Kingfa Science & Technology (I,KINGFA,INE473D01015
BSE,L&T Finance Limited,LTF,INE498L01015
BSE,L&T Technology Services Limite,LTTS,INE010V01017
BSE,L.G.BALAKRISHNAN & BROS.LTD.,LGBBROSLTD,INE337A01034
BSE,LA OPALA RG LTD.,LAOPALA,INE059D01020
BSE,LAKSHMI MILLS COMPANY LTD.,LAKSHMIMIL,INE938C01019
BSE,LAMBODHARA TEXTILES LTD.,LAMBODHARA,INE112F01022
BSE,LANDMARK PROPERTY DEVELOPMENT,LPDC,INE197J01017
BSE,LARSEN & TOUBRO LTD.,LT,INE018A01030
BSE,LCC INFOTECH LTD.,LCCINFOTEC,INE938A01021
BSE,LGB FORGE LTD.,LGBFORGE,INE201J01017
BSE,LIBERTY SHOES LTD.,LIBERTSHOE,INE557B01019
BSE,LIC HOUSING FINANCE LTD.,LICHSGFIN,INE115A01026
BSE,LIC MF EXCHNG TRADED FUND-SENS,LICNETFSEN,INF767K01OT5
BSE,LIC MF EXHNGE TRADED FUND NIFT,LICNFNHGP,INF767K01PC8
BSE,LMW Limited,LMW,INE269B01029
BSE,LOVABLE LINGERIE LTD.,LOVABLE,INE597L01014
BSE,LT FOODS LTD.,LTFOODS,INE818H01020
BSE,LTIMindtree Limited,LTIM,INE214T01019
BSE,LUMAX AUTO TECHNOLOGIES LTD.,LUMAXTECH,INE872H01027
BSE,LUMAX INDUSTRIES LTD.,LUMAXIND,INE162B01018
BSE,LUPIN LTD.,LUPIN,INE326A01037
BSE,LUX Industries Limited,LUXIND,INE150G01020
BSE,LYKA LABS LTD.,LYKALABS,INE933A01014
BSE,LYPSA GEMS & JEWELLERY LTD,LYPSAGEMS,INE142K01011
BSE,Lasa Supergenerics Limited,LASA,INE670X01014
BSE,Latent View Analytics Limited,LATENTVIEW,INE0I7C01011
BSE,Laurus Labs Limited,LAURUSLABS,INE947Q01028
BSE,Laxmi Organic Industries Limit,LXCHEM,INE576O01020
BSE,Lemon Tree Hotels Limited,LEMONTREE,INE970X01018
BSE,Likhitha Infrastructure Limite,LIKHITHA,INE060901027
BSE,Linde India Limited,LINDEINDIA,INE473A01011
BSE,Lodha Developers Limited,LODHA,INE670K01029
BSE,M.M.FORGINGS LTD.,MMFL,INE227C01017
BSE,MAAN ALUMINIUM LTD.,MAANALU,INE215I01027
BSE,MADHAV MARBLES & GRANITES LTD.,MADHAV,INE925C01016
BSE,MADHUCON PROJECTS LTD.,MADHUCON,INE378D01032
BSE,MAGNUM VENTURES LTD.,MAGNUM,INE387I01016
BSE,MAHAMAYA STEEL INDUSTRIES LTD.,MAHASTEEL,INE451L01014
BSE,MAHANAGAR TELEPHONE NIGAM LTD.,MTNL,INE153A01019
BSE,MAHARASHTRA SCOOTERS LTD.,MAHSCOOTER,INE288A01013
BSE,MAHARASHTRA SEAMLESS LTD.,MAHSEAMLES,INE271B01025
BSE,MAHINDRA EPC IRRIGATION LIMITE,MAHEPC,INE215D01010
BSE,MAHINDRA HOLIDAYS & RESORTS IN,MHRIL,INE998I01010
BSE,MAHINDRA LIFESPACE DEVELOPERS,MAHLIFE,INE813A01018
BSE,MAITHAN ALLOYS LTD.,MAITHANALL,INE683C01011
BSE,MALU PAPER MILLS LTD.,MALUPAPER,INE383H01017
BSE,MAN INDUSTRIES (INDIA) LTD.,MANINDS,INE993A01026
BSE,MAN INFRACONSTRUCTION LTD.,MANINFRA,INE949H01023
BSE,MANAKSIA LTD.,MANAKSIA,INE015D01022
BSE,MANALI PETROCHEMICAL LTD.,MANALIPETC,INE201A01024
BSE,MANGALAM CEMENT LTD.,MANGLMCEM,INE347A01017
BSE,MANGALAM DRUGS & ORGANICS LTD.,MANGALAM,INE584F01014
BSE,MANGALORE REFINERY & PETROCHEM,MRPL,INE103A01014
BSE,MANUGRAPH INDIA LTD.,MANUGRAPH,INE867A01022
BSE,MARAL OVERSEAS LTD.,MARALOVER,INE882A01013
BSE,MARATHON NEXTGEN REALTY LTD.,MARATHON,INE182D01020
BSE,MARICO LTD.,MARICO,INE196A01026
BSE,MARKSANS PHARMA LTD.,MARKSANS,INE750C01026
BSE,MARUTI SUZUKI INDIA LTD.,MARUTI,INE585B01010
BSE,MAS Financial Services Limited,MASFIN,INE348L01012
BSE,MASTEK LTD.,MASTEK,INE759A01021
BSE,MAWANA SUGARS LTD.,MAWANASUG,INE636A01039
BSE,MAYUR UNIQUOTERS LTD.,MAYURUNIQ,INE040D01038
BSE,MBL Infrastructure Ltd,MBLINFRA,INE912H01013
BSE,MCLEOD RUSSEL INDIA LTD.,MCLEODRUSS,INE942G01012
BSE,MEDIA MATRIX WORLDWIDE LTD.,MMWL,INE200D01020
BSE,MENON BEARINGS LTD.,MENONBE,INE071D01033
BSE,MEP Infrastructure Developers ,MEP,INE776I01010
BSE,MIC ELECTRONICS LTD.,MICEL,INE287C01037
BSE,MINDTECK (INDIA) LTD.,MINDTECK,INE110B01017
BSE,MIRC ELECTRONICS LTD.,MIRCELECTR,INE831A01028
BSE,MIRZA INTERNATIONAL LTD.,MIRZAINT,INE771A01026
BSE,MMTC LTD.,MMTC,INE123F01029
BSE,MODIPON LTD.,MODIPON,INE170C01019
BSE,MODISON LIMITED,MODISONLTD,INE737D01021
BSE,MOHIT INDUSTRIES LTD.,MOHITIND,INE954E01012
BSE,MOIL LTD.,MOIL,INE490G01020
BSE,MOLD-TEK PACKAGING LIMITED,MOLDTKPAC,INE893J01029
BSE,MORARJEE TEXTILES LTD.,MORARJEE,INE161G01027
BSE,MOREPEN LABORATORIES LTD.,MOREPENLAB,INE083A01026
BSE,MOTILAL OSWAL FINANCIAL SERVIC,MOTILALOFS,INE338I01027
BSE,MOTOR & GENERAL FINANCE LTD.,MOTOGENFIN,INE861B01023
BSE,MPHASIS LTD.,MPHASIS,INE356A01018
BSE,MPS LTD.,MPSLTD,INE943D01017
BSE,MRF LTD.,MRF,INE883A01011
BSE,MT EDUCARE LTD.,MTEDUCARE,INE472M01018
BSE,MTAR Technologies Limited,MTARTECH,INE864I01014
BSE,MUKTA ARTS LTD.,MUKTAARTS,INE374B01019
