Exchange,Name,Trading_symbol,isin
BSE,MULTI COMMODITY EXCHANGE OF IN,MCX,INE745G01035
BSE,MUNJAL AUTO INDUSTRIES LTD.,MUNJALAU,INE672B01032
BSE,MUNJAL SHOWA LTD.,MUNJALSHOW,INE577A01027
BSE,MURUDESHWAR CERAMICS LTD.,MURUDCERA,INE692B01014
BSE,MUTHOOT FINANCE LTD.,MUTHOOTFIN,INE414G01012
BSE,MYSORE PETRO CHEMICALS LTD.,MYSORPETRO,INE741A01011
BSE,Madras Fertilizer Limited,MADRASFERT,INE414A01015
BSE,Mahanagar Gas Limited,MGL,INE002S01010
BSE,Mahindra Logistics Limited,MAHLOG,INE766P01016
BSE,Manappuram Finance Ltd,MANAPPURAM,INE522D01027
BSE,Matrimony.com Limited,MATRIMONY,INE866R01028
BSE,Max Financial Services Limited,MFSL,INE180A01020
BSE,Max Healthcare Institute Limit,MAXHEALTH,INE027H01010
BSE,Max India Limited,MAXIND,INE0CG601016
BSE,Mayank Cattle Food Limited,MCFL,INE0R5Z01015
BSE,Medplus Health Services Limite,MEDPLUS,INE804L01022
BSE,Metro Brands Limited,METROBRAND,INE317I01021
BSE,Metropolis Healthcare Limited,METROPOLIS,INE112L01020
BSE,Minda Corporation Limited,MINDACORP,INE842C01021
BSE,Mirae Asset Mutual Fund,NIFTYETF,INF769K01EG9
BSE,Mirae Asset Mutual Fund,ESG,INF769K01GS9
BSE,Mish Designs Limited,MISHDESIGN,INE0QI101019
BSE,Mishra Dhatu Nigam Limited,MIDHANI,INE099Z01011
BSE,Monte Carlo Fashions Limited,MONTECARLO,INE950M01013
BSE,Mrs. Bectors Food Specialities,BECTORFOOD,INE495P01012
BSE,Music Broadcast Limited,RADIOCITY,INE919I01024
BSE,NACL Industries Limited,NACLIND,INE295D01020
BSE,NAGARJUNA FERTILIZERS AND CHEM,NAGAFERT,INE454M01024
BSE,NAGREEKA CAPITAL & INFRASTRUCT,NAGREEKCAP,INE245I01016
BSE,NAGREEKA EXPORTS LTD.,NAGREEKEXP,INE123B01028
BSE,NAHAR CAPITAL & FINANCIAL SERV,NAHARCAP,INE049I01012
BSE,NAHAR INDUSTRIAL ENTERPRISES L,NAHARINDUS,INE289A01011
BSE,NAHAR POLYFILMS LTD.,NAHARPOLY,INE308A01027
BSE,NAHAR SPINNING MILLS LTD.,NAHARSPING,INE290A01027
BSE,NALWA SONS INVESTMENTS LTD.,NSIL,INE023A01030
BSE,NARMADA GELATINES LTD.,SHAWGELTIN,INE869A01010
BSE,NATCO PHARMA LTD.,NATCOPHARM,INE987B01026
BSE,NATH BIO-GENES (INDIA) LTD,NATHBIOGEN,INE448G01010
BSE,NATIONAL ALUMINIUM CO.LTD.,NATIONALUM,INE139A01034
BSE,NATIONAL FERTILIZERS LTD.,NFL,INE870D01012
BSE,NATIONAL OXYGEN LTD.,NOL,INE296D01010
BSE,NAVIN FLUORINE INTERNATIONAL L,NAVINFLUOR,INE048G01026
BSE,NAVNEET EDUCATION LIMITED,NAVNETEDUL,INE060A01024
BSE,NBCC (India) Limited,NBCC,INE095N01031
BSE,NCC LIMITED,NCC,INE868B01028
BSE,NCL INDUSTRIES LTD.,NCLIND,INE732C01016
BSE,NDL Ventures Limited,NDLVENTURE,INE353A01023
BSE,NDR Auto Components Limited,NDRAUTO,INE07OG01012
BSE,NECTAR LIFESCIENCES LTD.,NECLIFE,INE023H01027
BSE,NELCAST LTD.,NELCAST,INE189I01024
BSE,NELCO LTD.,NELCO,INE045B01015
BSE,NESCO LTD.,NESCO,INE317F01035
BSE,NEULAND LABORATORIES LTD.,NEULANDLAB,INE794A01010
BSE,NEW DELHI TELEVISION LTD.,NDTV,INE155G01029
BSE,NEXT MEDIAWORKS LTD.,NEXTMEDIA,INE747B01016
BSE,NHPC LTD.,NHPC,INE848E01016
BSE,NIIT LTD.,NIITLTD,INE161A01038
BSE,NILKAMAL LTD.,NILKAMAL,INE310A01015
BSE,NIPPON INDIA ETF BANK BEES,BANKBEES,INF204KB15I9
BSE,NIPPON INDIA ETF GOLD BEES,GOLDBEES,INF204KB17I5
BSE,NIPPON INDIA ETF HANG SENG BEE,HNGSNGBEES,INF204KB19I1
BSE,NIPPON INDIA ETF JUNIOR BEES,JUNIORBEES,INF732E01045
BSE,NIPPON INDIA ETF LIQUID BEES,LIQUIDBEES,INF732E01037
BSE,NIPPON INDIA ETF NIFTY BEES,NIFTYBEES,INF204KB14I2
BSE,NIPPON INDIA ETF PSU BANK BEES,PSUBNKBEES,INF204KB16I7
BSE,NIPPON INDIA ETF SHARIAH BEES,SHARIABEES,INF732E01128
BSE,NIRAJ CEMENT STRUCTURALS LTD.,NIRAJ,INE368I01016
BSE,NIRLON LTD.,NIRLON,INE910A01012
BSE,NITCO LTD.,NITCO,INE858F01012
BSE,NITIN SPINNERS LTD.,NITINSPIN,INE229H01012
BSE,NLC India Limited,NLCINDIA,INE589A01014
BSE,NMDC LTD.,NMDC,INE584A01023
BSE,NOCIL LTD.,NOCIL,INE163A01018
BSE,NOIDA TOLL BRIDGE COMPANY LTD.,NOIDATOLL,INE781B01015
BSE,NORTH EASTERN CARRYING CORPORA,NECCLTD,INE553C01016
BSE,NOVARTIS INDIA LTD.,NOVARTIND,INE234A01025
BSE,NRB BEARINGS LTD.,NRBBEARING,INE349A01021
BSE,NTPC LTD.,NTPC,INE733E01010
BSE,NUCLEUS SOFTWARE EXPORTS LTD.,NUCLEUS,INE096B01018
BSE,Narayana Hrudayalaya Limited,NH,INE410P01011
BSE,Navkar Corporation Limited,NAVKARCORP,INE278M01019
BSE,Neogen Chemicals Limited,NEOGEN,INE136S01016
BSE,New Swan Multitech Limited,SWANAGRO,INE0GEN01012
BSE,Newgen Software Technologies L,NEWGEN,INE619B01017
BSE,Nila Spaces Ltd,NILASPACES,INE00S901012
BSE,Nippon India Mutual Fund,INFRABEES,INF732E01268
BSE,Nureca Limited,NURECA,INE0DSF01015
BSE,Nuvoco Vistas Corporation Limi,NUVOCO,INE118D01016
BSE,OBEROI REALTY LTD.,OBEROIRLTY,INE093I01010
BSE,OIL AND NATURAL GAS CORPORATIO,ONGC,INE213A01029
BSE,OIL INDIA LTD.,OIL,INE274J01014
BSE,OLECTRA GREENTECH LIMITED,OLECTRA,INE260D01016
BSE,OM INFRA LIMITED,OMINFRAL,INE239D01028
BSE,OMAX AUTOS LTD.,OMAXAUTO,INE090B01011
BSE,OMAXE LTD.,OMAXE,INE800H01010
BSE,ONELIFE CAPITAL ADVISORS LTD.,ONELIFECAP,INE912L01015
BSE,ONMOBILE,ONMOBILE,INE809I01019
BSE,ONWARD TECHNOLOGIES LTD.,ONWARDTEC,INE229A01017
BSE,OPTIEMUS INFRACOM LTD,OPTIEMUS,INE350C01017
BSE,ORACLE FINANCIAL SERVICES SOFT,OFSS,INE881D01027
BSE,ORBIT EXPORTS LTD.,ORBTEXP,INE231G01010
BSE,ORIENT BELL LIMITED,ORIENTBELL,INE607D01018
BSE,ORIENT CEMENT LTD,ORIENTCEM,INE876N01018
BSE,ORIENT CERATECH LIMITED,ORIENTCER,INE569C01020
BSE,ORIENT GREEN POWER COMPANY LTD,GREENPOWER,INE999K01014
BSE,ORIENT PAPER & INDUSTRIES LTD.,ORIENTPPR,INE592A01026
BSE,ORIENT PRESS LTD.,ORIENTLTD,INE609C01024
BSE,ORIENTAL AROMATICS LIMITED,OAL,INE959C01023
BSE,ORIENTAL HOTELS LTD.,ORIENTHOT,INE750A01020
BSE,ORIENTAL TRIMEX LTD.,ORIENTALTL,INE998H01012
BSE,ORISSA MINERALS DEVELOPMENT CO,ORISSAMINE,INE725E01024
BSE,OSWAL AGRO MILLS LTD.,OSWALAGRO,INE142A01012
BSE,One 97 Communications Limited,PAYTM,INE982J01020
BSE,Orient Electric Limited,ORIENTELEC,INE142Z01019
BSE,Oswal Greentech Limited,OSWALGREEN,INE143A01010
BSE,P.I.INDUSTRIES LTD.,PIIND,INE603J01030
BSE,PAGE INDUSTRIES LTD.,PAGEIND,INE761H01022
BSE,PAISALO DIGITAL LIMITED,PAISALO,INE420C01059
BSE,PANABYTE TECHNOLOGIES LIMITED,PANABYTE,INE516E01019
BSE,PANACEA BIOTEC LTD.,PANACEABIO,INE922B01023
BSE,PANAMA PETROCHEM LTD.,PANAMAPET,INE305C01029
BSE,PANASONIC CARBON INDIA CO.LTD.,PANCARBON,INE013E01017
BSE,PANCHSHEEL ORGANICS LTD.,PANCHSHEEL,INE316G01019
BSE,PARAMOUNT COMMUNICATIONS LTD.,PARACABLES,INE074B01023
BSE,PARSVNATH DEVELOPERS LTD.,PARSVNATH,INE561H01026
BSE,PASUPATI ACRYLON LTD.,PASUPTAC,INE818B01023
BSE,PATEL ENGINEERING LTD.,PATELENG,INE244B01030
BSE,PATEL INTEGRATED LOGISTICS LTD,PATINTLOG,INE529D01014
BSE,PATSPIN INDIA LTD.,PATSPINLTD,INE790C01014
BSE,PB Fintech Limited,POLICYBZR,INE417T01026
BSE,PCBL Chemical Limited,PCBL,INE602A01031
BSE,PEARL POLYMERS LTD.,PEARLPOLY,INE844A01013
BSE,PENNAR INDUSTRIES LTD.,PENIND,INE932A01024
BSE,PERSISTENT SYSTEMS LTD.,PERSISTENT,INE262H01021
BSE,PETRONET LNG LTD.,PETRONET,INE347G01014
BSE,PFIZER LTD.,PFIZER,INE182A01018
BSE,PIDILITE INDUSTRIES LTD.,PIDILITIND,INE318A01026
BSE,PIONEER EMBROIDERIES LTD.,PIONEEREMB,INE156C01018
BSE,PITTI ENGINEERING LIMITED,PITTIENG,INE450D01021
BSE,PLASTIBLENDS INDIA LTD.,PLASTIBLEN,INE083C01022
BSE,PNB GILTS LTD.,PNBGILTS,INE859A01011
BSE,PNB Housing Finance Limited,PNBHOUSING,INE572E01012
BSE,PNC Infratech Limited,PNCINFRA,INE195J01029
BSE,POKARNA LTD.,POKARNA,INE637C01025
BSE,POLY MEDICURE LTD.,POLYMED,INE205C01021
BSE,POLYCHEM LTD.,POLYCHEM,INE752B01024
BSE,POLYPLEX CORPORATION LTD.,POLYPLEX,INE633B01018
BSE,PONNI SUGARS (ERODE) LTD.,PONNIERODE,INE838E01017
BSE,POONAWALLA FINCORP LIMITED,POONAWALLA,INE511C01022
BSE,POWER FINANCE CORPORATION LTD.,PFC,INE134E01011
BSE,POWER GRID CORPORATION OF INDI,POWERGRID,INE752E01010
BSE,PPAP,PPAP,INE095I01015
BSE,PRAJ INDUSTRIES LTD.,PRAJIND,INE074A01025
BSE,PRAJAY ENGINEERS SYNDICATE LTD,PRAENG,INE505C01016
BSE,PRAKASH INDUSTRIES LTD.,PRAKASH,INE603A01013
BSE,PRAKASH STEELAGE LTD.,PRAKASHSTL,INE696K01024
BSE,PRECISION WIRES INDIA LTD.,PRECWIRE,INE372C01037
BSE,PREMIER LTD.,PREMIER,INE342A01018
BSE,PRESTIGE ESTATES PROJECTS LTD.,PRESTIGE,INE811K01011
BSE,PRIME SECURITIES LTD.,PRIMESECU,INE032B01021
BSE,PRISM JOHNSON LIMITED.,PRSMJOHNSN,INE010A01011
BSE,PRIVI SPECIALITY CHEMICALS LIM,PRIVISCL,INE959A01019
BSE,PROCTER & GAMBLE HEALTH LIMITE,PGHL,INE199A01012
BSE,PROCTER & GAMBLE HYGIENE & HEA,PGHH,INE179A01014
BSE,PROZONE REALTY LIMITED,PROZONER,INE195N01013
BSE,PSP Projects Limited,PSPPROJECT,INE488V01015
BSE,PTC INDIA FINANCIAL SERVICES L,PFS,INE560K01014
BSE,PTC INDIA LTD.,PTC,INE877F01012
BSE,PTL ENTERPRISES LTD.,PTL,INE034D01049
BSE,PUNJAB & SIND BANK,PSB,INE608A01012
BSE,PUNJAB CHEMICALS AND CROP PROT,PUNJABCHEM,INE277B01014
BSE,PUNJAB COMMUNICATIONS LTD.,PUNJCOMMU,INE609A01010
BSE,PUNJAB NATIONAL BANK,PNB,INE160A01022
BSE,PVR INOX LIMITED,PVRINOX,INE191H01014
BSE,Parag Milk Foods Limited,PARAGMILK,INE883N01014
BSE,Pil Italica Lifestyle Limited,PILITA,INE600A01035
BSE,Pilani Investment And Industri,PILANIINVS,INE417C01014
BSE,Polycab India Limited,POLYCAB,INE455K01017
BSE,Power Mech Projects Limited,POWERMECH,INE211R01019
BSE,Prakash Pipes Limited,PPL,INE050001010
BSE,Prataap Snacks Limited,DIAMONDYD,INE393P01035
BSE,Praxis Home Retail Limited,PRAXIS,INE546Y01022
BSE,Precision Camshafts Limited,PRECAM,INE484I01029
BSE,Pricol Limited,PRICOLLTD,INE726V01018
BSE,Prince Pipes and Fittings Limi,PRINCEPIPE,INE689W01016
BSE,Protean eGov Technologies Limi,PROTEAN,INE004A01022
BSE,Pudumjee Paper Products Limite,PDMJEPAPER,INE865T01018
BSE,Puravankara Limited,PURVA,INE323I01011
BSE,QUANTUM GOLD FUND - EXCHANGE T,QGOLDHALF,INF082J01408
BSE,Qualitek Labs Limited,QLL,INE0Q1R01012
BSE,Quantum Nifty 50 ETF,QNIFTY,INF082J01028
BSE,Quess Corp Limited,QUESS,INE615P01015
BSE,Quick Heal Technologies Limite,QUICKHEAL,INE306L01010
BSE,R.S.SOFTWARE INDIA LTD.,RSSOFTWARE,INE165B01029
BSE,RADAAN MEDIAWORKS (I) LTD.,RADAAN,INE874F01027
BSE,RADICO KHAITAN LTD.,RADICO,INE944F01028
BSE,RAIN INDUSTRIES LIMITED,RAIN,INE855B01025
BSE,RAJ TELEVISION NETWORK LTD.,RAJTV,INE952H01027
BSE,RAJAPALAYAM MILLS LTD.,RAJPALAYAM,INE296E01026
BSE,RAJDARSHAN INDUSTRIES LTD.,ARENTERP,INE610C01014
BSE,RAJESH EXPORTS LTD.,RAJESHEXPO,INE343B01030
BSE,RAJSHREE SUGARS & CHEMICALS LT,RAJSREESUG,INE562B01019
BSE,RALLIS INDIA LTD.,RALLIS,INE613A01020
BSE,RAMCO INDUSTRIES LTD.,RAMCOIND,INE614A01028
BSE,RAMCO SYSTEMS LTD.,RAMCOSYS,INE246B01019
BSE,RAMKRISHNA FORGINGS LTD.,RKFORGE,INE399G01023
BSE,RAMKY INFRASTRUCTURE LTD.,RAMKY,INE874I01013
BSE,RANA SUGARS LTD.,RANASUG,INE625B01014
BSE,RANE (MADRAS) LTD.,RML,INE050H01012
BSE,RANE HOLDINGS LTD.,RANEHOLDIN,INE384A01010
BSE,RASHTRIYA CHEMICALS & FERTILIZ,RCF,INE027A01015
BSE,RATNAMANI METALS & TUBES LTD.,RATNAMANI,INE703B01027
BSE,RATTANINDIA ENTERPRISES LIMITE,RTNINDIA,INE834M01019
BSE,RATTANINDIA POWER LTD.,RTNPOWER,INE399K01017
BSE,RAVI KUMAR DISTILLERIES LTD.,RKDL,INE722J01012
BSE,RAYMOND LTD.,RAYMOND,INE301A01014
BSE,RBL Bank Limited,RBLBANK,INE976G01028
BSE,REC LIMITED,RECLTD,INE020B01018
BSE,RELAXO FOOTWEARS LTD.,RELAXO,INE131B01039
BSE,RELIANCE COMMUNICATIONS LTD.,RCOM,INE330H01018
BSE,RELIANCE INDUSTRIAL INFRASTRUC,RIIL,INE046A01015
BSE,RELIANCE INDUSTRIES LTD.,RELIANCE,INE002A01018
BSE,RELIANCE INFRASTRUCTURE LTD.,RELINFRA,INE036A01016
BSE,RELIANCE POWER LTD.,RPOWER,INE614G01033
BSE,RELIGARE ENTERPRISES LTD.,RELIGARE,INE621H01010
BSE,RENAISSANCE GLOBAL LIMITED,RGL,INE722H01024
BSE,REPCO HOME FINANCE LTD.,REPCOHOME,INE612J01015
BSE,REPRO INDIA LTD.,REPRO,INE461B01014
BSE,RESPONSIVE INDUSTRIES LTD.,RESPONIND,INE688D01026
BSE,RHI MAGNESITA INDIA LIMITED,RHIM,INE743M01012
BSE,RICO AUTO INDUSTRIES LTD.,RICOAUTO,INE209B01025
BSE,RITES Limited,RITES,INE320J01015
BSE,ROLLATAINERS LTD.,ROLLT,INE927A01040
BSE,ROLTA INDIA LTD.,ROLTA,INE293A01013
BSE,ROSSARI BIOTECH LIMITED,ROSSARI,INE02A801020
BSE,ROSSELL INDIA LTD.,ROSSELLIND,INE847C01020
BSE,ROYAL ORCHID HOTELS LTD.,ROHLTD,INE283H01019
BSE,RPG LIFE SCIENCES LTD.,RPGLIFE,INE105J01010
BSE,RPP INFRA PROJECTS LTD.,RPPINFRA,INE324L01013
BSE,RPSG VENTURES LIMITED,RPSGVENT,INE425Y01011
BSE,RSWM LTD.,RSWM,INE611A01016
BSE,RUBY MILLS LTD.,RUBYMILLS,INE301D01026
BSE,RUCHIRA PAPERS LTD.,RUCHIRA,INE803H01014
BSE,RUPA & COMPANY LTD.,RUPA,INE895B01021
BSE,Rail Vikas Nigam Limited,RVNL,INE415G01027
BSE,RailTel Corporation of India L,RAILTEL,INE0DD101019
BSE,Rama Steel Tubes Limited,RAMASTEEL,INE230R01035
BSE,Ravinder Heights Limited,RVHL,INE09E501017
BSE,Redington Limited,REDINGTON,INE891D01026
BSE,Restaurant Brands Asia Limited,RBA,INE07T201019
BSE,Route Mobile Limited,ROUTE,INE450U01017
BSE,S Chand And Company Limited,SCHAND,INE807K01035
BSE,S H Kelkar and Company Limited,SHK,INE500L01026
BSE,S.P. Apparels Limited,SPAL,INE212I01016
BSE,SADBHAV ENGINEERING LTD.,SADBHAV,INE226H01026
BSE,SAGAR CEMENTS LTD.,SAGCEM,INE229C01021
BSE,SAKSOFT LTD.,SAKSOFT,INE667G01023
BSE,SAKTHI FINANCE LTD.,SAKTHIFIN,INE302E01014
BSE,SAKTHI SUGARS LTD.,SAKHTISUG,INE623A01011
BSE,SAKUMA EXPORTS LTD.,SAKUMA,INE190H01024
BSE,SALORA INTERNATIONAL LTD.,SALORAINTL,INE924A01013
BSE,SAMBANDAM SPINNING MILLS LTD.,SAMBANDAM,INE304D01012
BSE,SAMBHAAV MEDIA LTD.,SAMBHAAV,INE699B01027
BSE,SANDESH LTD.,SANDESH,INE583B01015
BSE,SANGHI INDUSTRIES LTD.,SANGHIIND,INE999B01013
BSE,SANOFI INDIA LTD,SANOFI,INE058A01010
BSE,SARDA ENERGY & MINERALS LTD.,SARDAEN,INE385C01021
BSE,SAREGAMA INDIA LTD.,SAREGAMA,INE979A01025
BSE,SARLA PERFORMANCE FIBERS LTD.,SARLAPOLY,INE453D01025
BSE,SARTHAK INDUSTRIES LTD.,SARTHAKIND,INE074H01012
BSE,SATIA INDUSTRIES LIMITED,SATIA,INE170E01023
BSE,SATIN CREDITCARE NETWORK LIMIT,SATIN,INE836B01017
BSE,SAURASHTRA CEMENT LTD.,SAURASHCEM,INE626A01014
BSE,SAVERA INDUSTRIES LTD.,SAVERA,INE104E01014
BSE,SAVITA OIL TECHNOLOGIES LTD.,SOTL,INE035D01020
BSE,SBI CARDS AND PAYMENT SERVICES,SBICARD,INE018E01016
BSE,SBI Life Insurance Company Lim,SBILIFE,INE123W01016
BSE,SBI Mutual Fund-Permitted,SETFNIFBK,INF200KA1580
BSE,SCHNEIDER ELECTRIC INFRASTRUCT,SCHNEIDER,INE839M01018
BSE,SEAMEC LTD.,SEAMECLTD,INE497B01018
BSE,SECUREKLOUD TECHNOLOGIES LIMIT,SECURKLOUD,INE650K01021
BSE,SEPC LIMITED,SEPC,INE964H01014
BSE,SEQUENT SCIENTIFIC LTD.,SEQUENT,INE807F01027
BSE,SESHASAYEE PAPER & BOARDS LTD.,SESHAPAPER,INE630A01024
BSE,SETCO AUTOMOTIVE LTD.,SETCO,INE878E01021
BSE,SETUBANDHAN INFRASTRUCTURE LIM,SETUINFRA,INE023M01027
BSE,SHAH METACORP LIMITED,SHAH,INE482J01021
BSE,SHAKTI PUMPS (INDIA) LTD.,SHAKTIPUMP,INE908D01010
BSE,SHALIMAR PAINTS LTD.,SHALPAINTS,INE849C01026
BSE,SHANTHI GEARS LTD.,SHANTIGEAR,INE631A01022
BSE,SHANTI SPINTEX LIMITED,SHANTIDENM,INE0QZQ01019
BSE,SHEMAROO ENTERTAINMENT LIMITED,SHEMAROO,INE363M01019
BSE,SHILPA MEDICARE LTD.,SHILPAMED,INE790G01031
BSE,SHIPPING CORPORATION OF INDIA,SCI,INE109A01011
BSE,SHIVAM AUTOTECH LTD.,SHIVAMAUTO,INE637H01024
BSE,SHOPPERS STOP LTD.,SHOPERSTOP,INE498B01024
BSE,SHREE CEMENT LTD.,SHREECEM,INE070A01015
BSE,SHREE DIGVIJAY CEMENT CO.LTD.,SHREDIGCEM,INE232A01011
BSE,SHREE RAMA MULTI-TECH LTD.,SHREERAMA,INE879A01019
BSE,SHREE RAMA NEWSPRINT LTD.,RAMANEWS,INE278B01020
BSE,SHREE RENUKA SUGARS LTD.,RENUKA,INE087H01022
BSE,SHREYANS INDUSTRIES LTD.,SHREYANIND,INE231C01019
BSE,SIEMENS LTD.,SIEMENS,INE003A01024
BSE,SIL INVESTMENTS LTD.,SILINV,INE923A01015
BSE,SIMPLEX CASTINGS LTD.,SIMPLEXCAS,INE658D01011
BSE,SIMPLEX INFRASTRUCTURES LTD.,SIMPLEXINF,INE059B01024
BSE,SINGER INDIA LTD.,SINGER,INE638A01035
BSE,SIS LIMITED,SIS,INE285J01028
BSE,SIYARAM SILK MILLS LTD.,SIYSIL,INE076B01028
BSE,SJVN LTD,SJVN,INE002L01015
BSE,SKF INDIA LTD.,SKFINDIA,INE640A01023
BSE,SKIPPER LTD,SKIPPER,INE439E01022
BSE,SKM EGG PRODUCTS EXPORT (INDIA,SKMEGGPROD,INE411D01015
BSE,SMC Global Securities Limited,SMCGLOBAL,INE103C01036
BSE,SML Mahindra Limited,SMLMAH,INE294B01019
BSE,SMS PHARMACEUTICALS LTD.,SMSPHARMA,INE812G01025
BSE,SNOWMAN LOGISTICS LTD,SNOWMAN,INE734N01019
BSE,SOBHA,SOBHA,INE671H01015
BSE,SOLAR INDUSTRIES INDIA LTD.,SOLARINDS,INE343H01029
BSE,SOLARA ACTIVE PHARMA SCIENCES ,SOLARA,INE624Z01016
BSE,SOMA TEXTILES & INDUSTRIES LTD,SOMATEX,INE314C01013
BSE,SOMANY CERAMICS LTD.,SOMANYCERA,INE355A01028
BSE,SONATA SOFTWARE LTD.,SONATSOFTW,INE269A01021
BSE,SOUTH INDIAN BANK LTD.,SOUTHBANK,INE683A01023
BSE,SOUTHERN PETROCHEMICALS LTD.,SPIC,INE147A01011
BSE,SPECIALITY RESTAURANTS LTD.,SPECIALITY,INE247M01014
BSE,SPICEJET LTD.,SPICEJET,INE285B01017
BSE,SPL INDUSTRIES LTD.,SPLIL,INE978G01016
BSE,SPML INFRA LIMITED,SPMLINFRA,INE937A01023
BSE,SREE RAYALASEEMA HI-STRENGTH H,SRHHYPOLTD,INE917H01012
BSE,SREELEATHERS LTD.,SREEL,INE099F01013
BSE,SRF LTD.,SRF,INE647A01010
BSE,STAR PAPER MILLS LTD.,STARPAPER,INE733A01018
BSE,STATE BANK OF INDIA,SBIN,INE062A01020
BSE,STATE TRADING CORPORATION OF I,STCINDIA,INE655A01013
BSE,STEEL AUTHORITY OF INDIA LTD.,SAIL,INE114A01011
BSE,STEEL EXCHANGE INDIA LTD.,STEELXIND,INE503B01021
BSE,STEEL STRIPS WHEELS LTD.,SSWL,INE802C01033
BSE,STEL HOLDINGS LIMITED,STEL,INE577L01016
BSE,STERLING AND WILSON RENEWABLE ,SWSOLAR,INE00M201021
BSE,STERLING TOOLS LTD.,STERTOOLS,INE334A01023
BSE,STERLITE TECHNOLOGIES LTD.,STLTECH,INE089C01029
BSE,STL GLOBAL LTD.,SGL,INE353H01010
BSE,STOVE KRAFT LIMITED,STOVEKRAFT,INE00IN01015
BSE,STRIDES PHARMA SCIENCE LIMITED,STAR,INE939A01011
BSE,SUBROS LTD.,SUBROS,INE287B01021
BSE,SUDARSHAN CHEMICAL INDUSTRIES,SUDARSCHEM,INE659A01023
BSE,SUMITOMO CHEMICAL INDIA LIMITE,SUMICHEM,INE258G01013
BSE,SUMMIT SECURITIES LTD.,SUMMITSEC,INE519C01017
BSE,SUN PHARMA ADVANCED RESEARCH C,SPARC,INE232I01014
BSE,SUN PHARMACEUTICAL INDUSTRIES,SUNPHARMA,INE044A01036
BSE,SUN TV NETWORK LTD.,SUNTV,INE424H01027
BSE,SUNDARAM BRAKE LININGS LTD.,SUNDRMBRAK,INE073D01013
BSE,SUNDARAM FINANCE LTD.,SUNDARMFIN,INE660A01013
BSE,SUNDARAM MULTI PAP LTD.,SUNDARAM,INE108E01023
BSE,SUNDRAM FASTENERS LTD.,SUNDRMFAST,INE387A01021
BSE,SUNDROP BRANDS LIMITED,SUNDROP,INE209A01019
BSE,SUNFLAG IRON & STEEL CO.LTD.,SUNFLAG,INE947A01014
BSE,SUNTECK REALTY LTD.,SUNTECK,INE805D01034
BSE,SUPER SALES INDIA LTD.,SUPER,INE091C01017
BSE,SUPER SPINNING MILLS LTD.,SUPERSPIN,INE662A01027
BSE,SUPERHOUSE LTD.,SUPERHOUSE,INE712B01010
BSE,SUPRAJIT ENGINEERING LTD.,SUPRAJIT,INE399C01030
BSE,SUPREME INDUSTRIES LTD.,SUPREMEIND,INE195A01028
BSE,SURANA SOLAR LTD.,SURANASOL,INE272L01022
BSE,SURYALAKSHMI COTTON MILLS LTD.,SURYALAXMI,INE713B01026
BSE,SUTLEJ TEXTILES & INDUSTRIES L,SUTLEJTEX,INE645H01027
BSE,SUVEN LIFE SCIENCES LTD.,SUVEN,INE495B01038
BSE,SUZLON ENERGY LTD.,SUZLON,INE040H01021
BSE,SWARAJ ENGINES LTD.,SWARAJENG,INE277A01016
BSE,SWELECT ENERGY SYSTEMS LIMITED,SWELECTES,INE409B01013
BSE,SYMPHONY LIMITED,SYMPHONY,INE225D01027
BSE,Sadbhav Infrastructure Project,SADBHIN,INE764L01010
BSE,Sahara Maritime Limited,SMARITIME,INE0PSJ01011
BSE,Salasar Techno Engineering Lim,SALASAR,INE170V01027
BSE,Sammaan Capital Limited,SAMMAANCAP,INE148I01020
BSE,Sampann Utpadan India Limited,SAMPANN,INE735M01018
BSE,Samvardhana Motherson Internat,MOTHERSON,INE775A01035
BSE,Sandhar Technologies Limited,SANDHAR,INE278H01035
BSE,Sar  Auto Products Limited,SAPL,INE002E01010
BSE,Sasken Technologies Limited,SASKEN,INE231F01020
BSE,Sastasundar Ventures Limited,SASTASUNDR,INE019J01013
BSE,Schaeffler India Limited,SCHAEFFLER,INE513A01022
BSE,Semac Construction Limited,SEMAC,INE617A01013
BSE,Shalby Limited,SHALBY,INE597J01018
BSE,Shankara Building Products Lim,SHANKARA,INE274V01019
BSE,Sharda Cropchem Limited,SHARDACROP,INE221J01015
BSE,Sheela Foam Limited,SFL,INE916U01025
BSE,Shiva Mills Limited,SHIVAMILLS,INE644Y01017
BSE,Shree Marutinandan Tubes Limit,SHREE,INE0QIS01011
BSE,Shree Pushkar Chemicals & Fert,SHREEPUSHK,INE712K01011
BSE,Shyam Metalics and Energy Limi,SHYAMMETL,INE810G01011
BSE,Simbhaoli Sugars Ltd,SIMBHALS,INE748T01016
BSE,Sirca Paints India Limited,SIRCA,INE792Z01011
BSE,Siti Networks Ltd.,SITINET,INE965H01011
BSE,Siyaram Recycling Industries L,SIYARAM,INE0QSK01017
BSE,Smartlink Holdings Limited,SMARTLINK,INE178C01020
BSE,Sona BLW Precision Forgings Li,SONACOMS,INE073K01018
BSE,Spandana Sphoorty Financial Li,SPANDANA,INE572J01011
BSE,Star Cement Limited,STARCEMENT,INE460H01021
BSE,Star Health and Allied Insuran,STARHEALTH,INE575P01011
BSE,Styrenix Performance Materials,STYRENIX,INE189B01011
BSE,Suryoday Small Finance Bank Li,SURYODAY,INE428Q01011
